godine,bracni_status,rasa,tip_posla,zdravstveno_osiguranje,plata,obrazovanje
57.0,u braku,bela,industrijski,da,50536.0,osnovne studije
42.0,udovci,druga,industrijski,da,63872.0,master
46.0,u braku,azijska,informacioni,da,,osnovne studije
62.0,u braku,bela,informacioni,da,88148.0,osnovne studije
37.0,u braku,azijska,industrijski,da,70013.0,doktorat
30.0,u braku,bela,informacioni,da,,
32.0,u braku,azijska,industrijski,da,35339.0,osnovne studije
34.0,u braku,bela,informacioni,ne,35841.0,osnovne studije
29.0,udovci,bela,industrijski,da,59900.0,master
30.0,u braku,bela,industrijski,da,,osnovne studije
48.0,,,industrijski,ne,52502.0,master
32.0,sami,bela,informacioni,da,54873.0,osnovne studije
56.0,sami,crna,informacioni,da,48519.0,osnovne studije
41.0,u braku,druga,,da,37676.0,master
39.0,u braku,bela,informacioni,da,41894.0,osnovne studije
38.0,sami,bela,industrijski,da,38276.0,osnovne studije
,u braku,druga,informacioni,da,33385.0,srednja skola
55.0,sami,crna,informacioni,da,74742.0,osnovne studije
19.0,udovci,bela,informacioni,,53243.0,osnovne studije
,u braku,crna,informacioni,da,30023.0,osnovne studije
20.0,u braku,druga,industrijski,da,59972.0,master
36.0,udovci,bela,informacioni,da,49571.0,master
45.0,u braku,druga,industrijski,da,70446.0,osnovne studije
25.0,sami,bela,industrijski,ne,61569.0,master
28.0,u braku,crna,industrijski,da,90922.0,osnovne studije
49.0,sami,azijska,informacioni,da,65478.0,osnovne studije
42.0,,bela,industrijski,da,65582.0,master
34.0,udovci,crna,industrijski,da,35806.0,master
49.0,u braku,bela,industrijski,da,49785.0,osnovne studije
32.0,sami,crna,industrijski,da,41119.0,osnovne studije
55.0,,azijska,,da,70709.0,osnovne studije
19.0,u braku,druga,industrijski,ne,54581.0,master
41.0,u braku,bela,informacioni,da,58056.0,osnovne studije
41.0,u braku,bela,industrijski,da,62193.0,
39.0,u braku,druga,informacioni,da,63880.0,doktorat
40.0,,crna,informacioni,ne,58135.0,osnovne studije
,udovci,bela,,ne,69635.0,
39.0,u braku,,informacioni,ne,73150.0,osnovne studije
25.0,sami,bela,industrijski,da,42417.0,osnovne studije
43.0,sami,bela,informacioni,ne,33079.0,osnovne studije
53.0,u braku,bela,informacioni,ne,42610.0,osnovne studije
43.0,,druga,informacioni,da,72264.0,osnovne studije
44.0,u braku,bela,industrijski,da,50137.0,master
40.0,udovci,azijska,informacioni,da,34753.0,master
45.0,u braku,druga,industrijski,ne,30744.0,osnovne studije
15.0,u braku,crna,industrijski,da,29173.0,
,u braku,druga,,da,59209.0,doktorat
30.0,u braku,bela,industrijski,da,,osnovne studije
35.0,u braku,bela,industrijski,da,63233.0,doktorat
37.0,u braku,bela,informacioni,da,36129.0,master
50.0,sami,bela,industrijski,da,41873.0,osnovne studije
37.0,udovci,azijska,informacioni,ne,67406.0,osnovne studije
41.0,u braku,bela,industrijski,da,39132.0,
24.0,u braku,crna,,da,46875.0,osnovne studije
24.0,u braku,bela,industrijski,da,34845.0,srednja skola
31.0,u braku,azijska,informacioni,da,,osnovne studije
36.0,u braku,bela,informacioni,ne,39785.0,osnovne studije
35.0,u braku,bela,informacioni,da,47643.0,osnovne studije
18.0,u braku,bela,industrijski,ne,49128.0,osnovne studije
28.0,sami,bela,industrijski,da,36830.0,master
40.0,sami,,informacioni,ne,66209.0,osnovne studije
30.0,u braku,crna,industrijski,da,55385.0,osnovne studije
31.0,sami,crna,informacioni,da,63374.0,master
55.0,u braku,bela,industrijski,ne,46086.0,osnovne studije
36.0,u braku,bela,industrijski,ne,46071.0,osnovne studije
65.0,sami,bela,industrijski,da,49593.0,osnovne studije
58.0,u braku,crna,industrijski,da,40494.0,doktorat
35.0,udovci,bela,,ne,35393.0,osnovne studije
37.0,sami,crna,industrijski,da,31244.0,osnovne studije
62.0,u braku,bela,informacioni,da,62022.0,osnovne studije
30.0,u braku,bela,informacioni,da,67945.0,osnovne studije
38.0,sami,bela,industrijski,da,31652.0,osnovne studije
40.0,u braku,bela,industrijski,ne,50469.0,master
50.0,u braku,bela,industrijski,da,33835.0,
46.0,sami,azijska,informacioni,da,,osnovne studije
47.0,udovci,druga,industrijski,da,46054.0,osnovne studije
,u braku,azijska,informacioni,ne,52770.0,osnovne studije
,u braku,bela,industrijski,da,36446.0,osnovne studije
37.0,u braku,bela,industrijski,da,46355.0,master
36.0,sami,bela,industrijski,da,41775.0,osnovne studije
36.0,sami,crna,industrijski,ne,46630.0,osnovne studije
26.0,u braku,,industrijski,da,35330.0,osnovne studije
45.0,sami,bela,industrijski,da,62376.0,master
39.0,udovci,bela,informacioni,da,38956.0,master
51.0,u braku,bela,informacioni,da,45493.0,master
38.0,u braku,druga,industrijski,da,41891.0,osnovne studije
,sami,bela,informacioni,da,37423.0,osnovne studije
48.0,u braku,druga,informacioni,da,68910.0,osnovne studije
43.0,sami,bela,informacioni,ne,67567.0,osnovne studije
31.0,sami,crna,industrijski,da,40334.0,master
53.0,sami,bela,informacioni,,57050.0,osnovne studije
47.0,,druga,informacioni,da,88267.0,
43.0,sami,crna,informacioni,da,65753.0,osnovne studije
42.0,u braku,druga,industrijski,da,57547.0,osnovne studije
29.0,u braku,crna,informacioni,,68547.0,
37.0,u braku,bela,informacioni,ne,64747.0,osnovne studije
30.0,u braku,bela,industrijski,ne,62449.0,doktorat
34.0,u braku,bela,informacioni,ne,73026.0,osnovne studije
42.0,udovci,bela,,ne,45240.0,master
23.0,u braku,bela,informacioni,ne,78831.0,master
,udovci,bela,informacioni,da,61076.0,master
45.0,u braku,azijska,informacioni,da,54846.0,master
30.0,u braku,bela,informacioni,ne,31246.0,osnovne studije
44.0,sami,azijska,informacioni,da,40415.0,master
51.0,udovci,bela,industrijski,ne,,doktorat
55.0,u braku,bela,industrijski,da,87060.0,osnovne studije
32.0,u braku,,informacioni,da,60087.0,osnovne studije
,sami,,informacioni,da,32608.0,master
38.0,u braku,crna,informacioni,ne,75361.0,osnovne studije
30.0,u braku,bela,informacioni,da,44310.0,master
43.0,u braku,bela,,ne,48229.0,osnovne studije
54.0,udovci,bela,industrijski,da,62147.0,osnovne studije
52.0,udovci,azijska,industrijski,da,43036.0,osnovne studije
20.0,u braku,druga,informacioni,da,49327.0,osnovne studije
65.0,u braku,bela,industrijski,ne,65223.0,osnovne studije
58.0,udovci,druga,industrijski,ne,63746.0,osnovne studije
28.0,udovci,,industrijski,da,48874.0,osnovne studije
,udovci,bela,industrijski,da,38642.0,osnovne studije
14.0,udovci,bela,industrijski,da,31098.0,srednja skola
46.0,u braku,bela,industrijski,ne,36604.0,
38.0,u braku,bela,industrijski,da,63574.0,osnovne studije
27.0,sami,bela,informacioni,da,45056.0,
41.0,sami,bela,industrijski,da,38524.0,osnovne studije
59.0,sami,bela,informacioni,da,49145.0,master
51.0,u braku,crna,informacioni,da,65529.0,master
51.0,u braku,azijska,informacioni,da,,master
26.0,u braku,bela,industrijski,da,44172.0,osnovne studije
49.0,u braku,bela,informacioni,da,70587.0,osnovne studije
31.0,u braku,bela,,da,37668.0,master
42.0,u braku,bela,industrijski,da,122696.0,osnovne studije
45.0,u braku,bela,industrijski,da,44223.0,osnovne studije
48.0,udovci,bela,industrijski,ne,79652.0,osnovne studije
27.0,u braku,bela,informacioni,da,42447.0,osnovne studije
36.0,u braku,bela,industrijski,ne,95560.0,osnovne studije
,udovci,druga,informacioni,da,42544.0,doktorat
34.0,u braku,bela,,da,78560.0,osnovne studije
34.0,u braku,bela,informacioni,,31770.0,osnovne studije
59.0,u braku,bela,informacioni,ne,75661.0,doktorat
24.0,u braku,crna,industrijski,da,36868.0,
33.0,u braku,bela,industrijski,da,38665.0,master
21.0,udovci,bela,industrijski,ne,26921.0,srednja skola
43.0,u braku,crna,industrijski,da,44198.0,osnovne studije
48.0,sami,bela,informacioni,da,57374.0,osnovne studije
43.0,sami,bela,informacioni,da,53121.0,osnovne studije
43.0,sami,bela,industrijski,da,32841.0,
33.0,udovci,crna,informacioni,da,64881.0,master
32.0,sami,crna,industrijski,da,45039.0,osnovne studije
39.0,u braku,bela,industrijski,ne,42155.0,master
37.0,u braku,bela,informacioni,da,52529.0,osnovne studije
63.0,sami,bela,industrijski,da,53592.0,master
41.0,udovci,bela,industrijski,ne,54951.0,osnovne studije
59.0,sami,bela,informacioni,da,41706.0,osnovne studije
21.0,u braku,bela,industrijski,da,63714.0,
26.0,sami,crna,industrijski,da,54757.0,osnovne studije
60.0,u braku,bela,informacioni,da,38641.0,osnovne studije
43.0,u braku,bela,industrijski,da,48216.0,osnovne studije
37.0,u braku,bela,industrijski,da,53518.0,osnovne studije
39.0,udovci,,informacioni,da,43964.0,osnovne studije
,u braku,crna,industrijski,da,31065.0,master
54.0,sami,azijska,industrijski,da,56542.0,osnovne studije
37.0,u braku,bela,informacioni,da,68910.0,master
38.0,sami,bela,industrijski,,63085.0,doktorat
34.0,sami,bela,informacioni,da,65324.0,
26.0,sami,bela,industrijski,da,40636.0,
42.0,udovci,azijska,industrijski,da,58761.0,osnovne studije
34.0,u braku,bela,industrijski,ne,20415.0,master
36.0,u braku,druga,industrijski,da,50863.0,osnovne studije
43.0,sami,bela,informacioni,da,67169.0,osnovne studije
34.0,u braku,bela,informacioni,ne,43076.0,master
41.0,udovci,crna,industrijski,da,58970.0,osnovne studije
36.0,,bela,informacioni,da,114301.0,master
,sami,bela,informacioni,da,40856.0,osnovne studije
40.0,u braku,crna,informacioni,da,60638.0,doktorat
34.0,sami,bela,informacioni,da,65444.0,osnovne studije
58.0,sami,crna,industrijski,ne,51216.0,master
27.0,u braku,bela,informacioni,da,51390.0,master
41.0,sami,crna,industrijski,ne,52823.0,osnovne studije
43.0,sami,bela,industrijski,da,52699.0,osnovne studije
26.0,sami,azijska,,ne,,master
31.0,u braku,bela,informacioni,,77592.0,master
36.0,u braku,bela,informacioni,da,38490.0,osnovne studije
29.0,,druga,industrijski,da,54103.0,osnovne studije
32.0,u braku,druga,industrijski,da,43210.0,osnovne studije
36.0,u braku,azijska,industrijski,,43656.0,osnovne studije
49.0,u braku,bela,informacioni,da,51571.0,osnovne studije
52.0,sami,bela,industrijski,da,,osnovne studije
37.0,udovci,crna,informacioni,da,52985.0,osnovne studije
47.0,u braku,azijska,industrijski,da,97026.0,osnovne studije
34.0,u braku,crna,informacioni,ne,83387.0,doktorat
35.0,u braku,bela,industrijski,da,35788.0,osnovne studije
35.0,sami,,informacioni,da,,osnovne studije
52.0,u braku,bela,informacioni,da,70228.0,osnovne studije
55.0,u braku,bela,informacioni,ne,61021.0,osnovne studije
43.0,u braku,druga,informacioni,ne,76056.0,doktorat
35.0,u braku,bela,industrijski,da,25536.0,osnovne studije
,u braku,crna,industrijski,da,67111.0,osnovne studije
30.0,udovci,bela,industrijski,da,46734.0,master
46.0,u braku,bela,industrijski,da,81827.0,osnovne studije
37.0,sami,azijska,informacioni,da,71007.0,osnovne studije
33.0,u braku,bela,informacioni,da,91536.0,
51.0,sami,bela,informacioni,da,83578.0,osnovne studije
43.0,u braku,druga,informacioni,da,51986.0,osnovne studije
32.0,sami,bela,industrijski,da,77022.0,master
49.0,,druga,informacioni,da,71058.0,osnovne studije
55.0,udovci,bela,informacioni,da,34819.0,osnovne studije
42.0,udovci,bela,industrijski,da,47823.0,doktorat
41.0,u braku,bela,industrijski,da,72641.0,osnovne studije
32.0,u braku,azijska,industrijski,ne,99289.0,osnovne studije
35.0,u braku,bela,informacioni,da,77873.0,osnovne studije
56.0,u braku,bela,informacioni,da,,osnovne studije
,udovci,crna,industrijski,da,82308.0,osnovne studije
25.0,sami,bela,informacioni,da,22055.0,osnovne studije
33.0,sami,bela,industrijski,da,68704.0,master
58.0,udovci,druga,,ne,37690.0,osnovne studije
55.0,udovci,druga,informacioni,da,98287.0,osnovne studije
33.0,udovci,bela,industrijski,da,59820.0,osnovne studije
36.0,u braku,bela,informacioni,da,90041.0,doktorat
32.0,u braku,druga,informacioni,da,38309.0,osnovne studije
58.0,u braku,bela,industrijski,da,80881.0,doktorat
34.0,u braku,bela,industrijski,da,54231.0,master
,u braku,bela,industrijski,da,76822.0,osnovne studije
47.0,udovci,azijska,industrijski,da,35764.0,master
44.0,,crna,informacioni,,45599.0,master
53.0,u braku,bela,informacioni,ne,,osnovne studije
47.0,udovci,druga,industrijski,da,84004.0,osnovne studije
47.0,sami,bela,industrijski,da,59530.0,
61.0,u braku,bela,industrijski,da,48294.0,
35.0,u braku,bela,informacioni,ne,91857.0,master
47.0,u braku,bela,informacioni,,91210.0,master
39.0,u braku,azijska,industrijski,da,50894.0,osnovne studije
38.0,sami,bela,informacioni,da,73487.0,osnovne studije
54.0,udovci,druga,informacioni,da,72721.0,osnovne studije
58.0,udovci,crna,industrijski,da,52445.0,master
39.0,sami,crna,informacioni,da,,master
30.0,u braku,bela,industrijski,da,66755.0,master
28.0,sami,druga,industrijski,ne,59913.0,
,sami,crna,informacioni,da,103310.0,osnovne studije
40.0,u braku,crna,industrijski,da,52587.0,osnovne studije
49.0,u braku,bela,,da,33372.0,osnovne studije
37.0,u braku,crna,industrijski,da,64377.0,
55.0,u braku,crna,informacioni,da,43318.0,osnovne studije
22.0,udovci,,informacioni,da,49226.0,osnovne studije
40.0,u braku,crna,informacioni,ne,74253.0,osnovne studije
34.0,u braku,bela,industrijski,ne,,master
54.0,,crna,informacioni,da,67514.0,osnovne studije
49.0,u braku,druga,industrijski,ne,46320.0,osnovne studije
22.0,sami,bela,industrijski,da,30739.0,srednja skola
31.0,udovci,crna,informacioni,da,33597.0,osnovne studije
28.0,u braku,azijska,industrijski,ne,27484.0,osnovne studije
41.0,u braku,azijska,informacioni,ne,32516.0,master
39.0,udovci,bela,informacioni,,37530.0,master
,sami,bela,industrijski,da,49947.0,master
54.0,u braku,bela,informacioni,da,80247.0,osnovne studije
52.0,sami,azijska,industrijski,ne,118280.0,osnovne studije
58.0,u braku,bela,industrijski,ne,63217.0,osnovne studije
30.0,u braku,bela,industrijski,da,88481.0,master
60.0,,azijska,informacioni,da,92131.0,osnovne studije
36.0,sami,azijska,informacioni,da,55905.0,osnovne studije
52.0,,bela,industrijski,da,40881.0,master
32.0,udovci,azijska,industrijski,ne,47696.0,master
53.0,u braku,bela,informacioni,da,58566.0,osnovne studije
46.0,u braku,druga,,da,51298.0,osnovne studije
38.0,sami,bela,industrijski,da,56798.0,master
,udovci,bela,industrijski,da,,
65.0,u braku,bela,informacioni,da,45031.0,osnovne studije
22.0,u braku,bela,informacioni,da,,master
35.0,u braku,bela,industrijski,,38541.0,osnovne studije
,u braku,bela,informacioni,,35712.0,osnovne studije
21.0,u braku,azijska,industrijski,ne,55450.0,osnovne studije
37.0,sami,bela,informacioni,da,41034.0,osnovne studije
26.0,u braku,crna,industrijski,da,40768.0,
39.0,,bela,industrijski,da,61830.0,osnovne studije
45.0,sami,bela,informacioni,ne,75432.0,osnovne studije
48.0,sami,,industrijski,ne,75059.0,
15.0,sami,,informacioni,da,39911.0,master
43.0,u braku,,industrijski,da,132653.0,osnovne studije
42.0,sami,azijska,industrijski,ne,,osnovne studije
39.0,,bela,industrijski,da,,osnovne studije
30.0,sami,bela,informacioni,da,57609.0,osnovne studije
46.0,u braku,bela,industrijski,da,77565.0,doktorat
33.0,u braku,crna,industrijski,da,33238.0,doktorat
41.0,u braku,crna,informacioni,ne,,master
39.0,u braku,druga,industrijski,da,47368.0,master
56.0,sami,crna,informacioni,da,77007.0,osnovne studije
42.0,u braku,druga,informacioni,da,49820.0,master
25.0,u braku,bela,informacioni,da,59961.0,master
18.0,sami,bela,industrijski,da,63023.0,osnovne studije
47.0,udovci,bela,informacioni,ne,58859.0,
32.0,u braku,bela,industrijski,da,44880.0,osnovne studije
46.0,,bela,,da,56403.0,master
16.0,sami,azijska,industrijski,ne,46146.0,osnovne studije
42.0,u braku,bela,industrijski,ne,41600.0,master
65.0,u braku,bela,informacioni,,48811.0,doktorat
42.0,u braku,bela,,da,48384.0,doktorat
32.0,u braku,bela,informacioni,ne,84242.0,master
,u braku,crna,industrijski,da,45203.0,osnovne studije
39.0,sami,bela,informacioni,da,57003.0,master
30.0,sami,bela,industrijski,da,73736.0,master
23.0,u braku,bela,industrijski,da,28788.0,srednja skola
61.0,sami,druga,informacioni,da,32875.0,
,sami,,informacioni,da,62431.0,
51.0,u braku,druga,industrijski,da,50482.0,osnovne studije
40.0,u braku,crna,industrijski,da,47858.0,doktorat
41.0,u braku,,informacioni,da,36707.0,
33.0,udovci,bela,informacioni,da,43785.0,
35.0,u braku,bela,informacioni,da,65308.0,osnovne studije
54.0,sami,bela,,da,56143.0,master
50.0,,druga,informacioni,da,51245.0,osnovne studije
34.0,,druga,informacioni,ne,44358.0,master
32.0,u braku,crna,industrijski,da,37724.0,doktorat
,udovci,bela,informacioni,da,42213.0,osnovne studije
32.0,u braku,crna,industrijski,da,31672.0,doktorat
52.0,sami,,industrijski,da,32221.0,osnovne studije
49.0,u braku,bela,informacioni,ne,51574.0,osnovne studije
46.0,u braku,crna,industrijski,da,43994.0,master
26.0,u braku,bela,industrijski,da,66590.0,osnovne studije
33.0,u braku,druga,industrijski,ne,40902.0,master
34.0,u braku,crna,informacioni,da,73090.0,osnovne studije
35.0,udovci,bela,informacioni,ne,79170.0,osnovne studije
33.0,u braku,bela,informacioni,da,57079.0,osnovne studije
36.0,u braku,bela,industrijski,da,54379.0,master
33.0,u braku,crna,industrijski,da,68890.0,master
51.0,u braku,bela,industrijski,da,53668.0,master
32.0,udovci,crna,informacioni,da,78843.0,doktorat
43.0,sami,bela,industrijski,ne,62612.0,master
49.0,u braku,,industrijski,ne,36000.0,osnovne studije
34.0,u braku,,industrijski,da,37464.0,master
30.0,u braku,azijska,informacioni,da,84005.0,doktorat
39.0,u braku,,industrijski,ne,78737.0,osnovne studije
,u braku,bela,industrijski,da,40898.0,osnovne studije
52.0,u braku,azijska,informacioni,da,30856.0,doktorat
18.0,u braku,crna,informacioni,ne,45402.0,master
37.0,u braku,bela,industrijski,da,75049.0,osnovne studije
,u braku,bela,industrijski,da,36668.0,osnovne studije
26.0,udovci,druga,industrijski,da,36156.0,osnovne studije
29.0,u braku,druga,informacioni,da,52031.0,master
43.0,u braku,bela,industrijski,da,35391.0,osnovne studije
35.0,u braku,,industrijski,da,95444.0,osnovne studije
29.0,sami,bela,,da,,osnovne studije
45.0,u braku,bela,informacioni,ne,56777.0,master
37.0,,bela,industrijski,ne,38350.0,osnovne studije
53.0,u braku,bela,informacioni,ne,31302.0,osnovne studije
37.0,sami,bela,informacioni,da,49553.0,master
44.0,,crna,industrijski,da,39098.0,osnovne studije
28.0,udovci,bela,informacioni,da,80969.0,osnovne studije
36.0,sami,bela,industrijski,,55945.0,osnovne studije
17.0,u braku,azijska,informacioni,da,73709.0,master
57.0,sami,,informacioni,da,87204.0,master
35.0,u braku,crna,informacioni,da,64023.0,osnovne studije
40.0,sami,bela,informacioni,da,96275.0,osnovne studije
37.0,u braku,bela,,ne,46927.0,osnovne studije
36.0,u braku,bela,industrijski,ne,46465.0,doktorat
41.0,sami,druga,informacioni,ne,79432.0,osnovne studije
22.0,u braku,bela,industrijski,da,43162.0,doktorat
41.0,u braku,crna,industrijski,da,40732.0,master
37.0,u braku,azijska,industrijski,da,65038.0,
26.0,u braku,bela,industrijski,da,43391.0,master
24.0,udovci,bela,industrijski,da,51118.0,master
45.0,sami,azijska,informacioni,da,39240.0,osnovne studije
28.0,sami,bela,industrijski,da,58187.0,osnovne studije
19.0,u braku,crna,informacioni,ne,31075.0,srednja skola
40.0,u braku,druga,informacioni,,56654.0,osnovne studije
20.0,u braku,bela,informacioni,da,61143.0,master
32.0,udovci,azijska,informacioni,,51385.0,master
42.0,sami,druga,industrijski,da,79059.0,
37.0,sami,bela,informacioni,da,61606.0,
35.0,sami,bela,informacioni,da,30384.0,osnovne studije
43.0,udovci,bela,industrijski,da,48707.0,osnovne studije
38.0,u braku,azijska,informacioni,da,88353.0,osnovne studije
39.0,u braku,bela,informacioni,da,50339.0,osnovne studije
30.0,u braku,bela,industrijski,da,39321.0,osnovne studije
37.0,,,industrijski,da,54339.0,master
31.0,u braku,crna,informacioni,da,20637.0,osnovne studije
46.0,sami,crna,informacioni,da,,doktorat
52.0,udovci,azijska,industrijski,da,68198.0,doktorat
50.0,u braku,bela,industrijski,,98654.0,osnovne studije
35.0,u braku,bela,informacioni,da,47553.0,osnovne studije
25.0,sami,druga,industrijski,da,,master
38.0,u braku,bela,informacioni,da,104792.0,osnovne studije
54.0,u braku,azijska,informacioni,da,60938.0,osnovne studije
57.0,sami,druga,informacioni,da,55118.0,osnovne studije
31.0,u braku,crna,,da,112450.0,master
23.0,sami,bela,industrijski,da,46431.0,osnovne studije
39.0,udovci,bela,,ne,54605.0,osnovne studije
51.0,sami,bela,informacioni,da,43667.0,osnovne studije
30.0,u braku,bela,industrijski,da,81031.0,doktorat
,,azijska,industrijski,da,75400.0,master
34.0,sami,crna,informacioni,ne,65118.0,osnovne studije
34.0,udovci,bela,industrijski,ne,50552.0,master
46.0,u braku,bela,industrijski,da,61619.0,master
50.0,udovci,azijska,informacioni,da,33401.0,osnovne studije
29.0,,crna,informacioni,,51054.0,osnovne studije
,u braku,bela,informacioni,da,49320.0,osnovne studije
28.0,u braku,bela,informacioni,da,65013.0,osnovne studije
45.0,u braku,bela,,da,53557.0,
34.0,u braku,bela,industrijski,da,34197.0,osnovne studije
39.0,u braku,bela,informacioni,da,58279.0,master
33.0,u braku,bela,informacioni,da,63929.0,osnovne studije
35.0,sami,bela,,da,48011.0,master
39.0,u braku,bela,informacioni,da,119556.0,osnovne studije
49.0,u braku,bela,industrijski,da,45153.0,osnovne studije
54.0,u braku,crna,industrijski,da,81217.0,osnovne studije
50.0,sami,bela,industrijski,ne,48108.0,
35.0,u braku,bela,informacioni,da,,doktorat
47.0,sami,bela,informacioni,ne,39655.0,osnovne studije
,udovci,bela,industrijski,da,29784.0,master
20.0,udovci,bela,informacioni,da,41787.0,osnovne studije
33.0,u braku,bela,informacioni,da,,osnovne studije
,u braku,bela,informacioni,da,50908.0,master
30.0,u braku,bela,industrijski,ne,68394.0,osnovne studije
46.0,udovci,bela,industrijski,da,55382.0,master
34.0,sami,bela,informacioni,da,58553.0,osnovne studije
39.0,udovci,bela,industrijski,ne,52831.0,doktorat
37.0,u braku,druga,industrijski,,46232.0,osnovne studije
,u braku,bela,informacioni,da,62643.0,osnovne studije
47.0,u braku,bela,industrijski,da,69594.0,osnovne studije
45.0,u braku,druga,informacioni,,44642.0,
31.0,u braku,bela,informacioni,ne,50372.0,master
38.0,udovci,bela,industrijski,da,,osnovne studije
,sami,bela,industrijski,da,57578.0,osnovne studije
40.0,udovci,bela,industrijski,da,85913.0,master
50.0,u braku,azijska,informacioni,da,101964.0,osnovne studije
,u braku,bela,,da,52272.0,osnovne studije
39.0,u braku,bela,informacioni,da,74043.0,osnovne studije
37.0,u braku,azijska,informacioni,da,43337.0,master
42.0,u braku,crna,informacioni,,61802.0,osnovne studije
43.0,u braku,crna,industrijski,da,42039.0,osnovne studije
35.0,sami,druga,industrijski,da,67510.0,osnovne studije
33.0,u braku,crna,informacioni,da,27434.0,osnovne studije
32.0,udovci,bela,industrijski,ne,52528.0,osnovne studije
26.0,udovci,bela,industrijski,da,41715.0,osnovne studije
40.0,u braku,bela,industrijski,da,54732.0,master
,u braku,azijska,industrijski,da,64696.0,osnovne studije
44.0,,crna,informacioni,da,76717.0,osnovne studije
30.0,u braku,bela,informacioni,ne,90691.0,master
42.0,u braku,bela,informacioni,da,75452.0,master
30.0,sami,crna,industrijski,ne,36919.0,master
40.0,u braku,bela,informacioni,ne,42320.0,master
41.0,u braku,bela,industrijski,,28475.0,osnovne studije
38.0,u braku,druga,informacioni,da,42942.0,osnovne studije
36.0,sami,bela,industrijski,,70640.0,osnovne studije
42.0,u braku,bela,informacioni,ne,56152.0,osnovne studije
,udovci,azijska,industrijski,ne,51903.0,master
60.0,u braku,bela,informacioni,da,71736.0,doktorat
53.0,udovci,bela,informacioni,da,39337.0,master
44.0,sami,crna,industrijski,da,23971.0,master
32.0,u braku,bela,industrijski,da,61596.0,osnovne studije
56.0,u braku,bela,informacioni,da,26594.0,master
34.0,sami,azijska,industrijski,da,37627.0,osnovne studije
40.0,,crna,industrijski,da,43027.0,osnovne studije
28.0,sami,,industrijski,da,32648.0,osnovne studije
27.0,u braku,crna,industrijski,da,50775.0,osnovne studije
44.0,sami,crna,industrijski,ne,78323.0,osnovne studije
38.0,u braku,bela,industrijski,da,78474.0,osnovne studije
33.0,sami,bela,industrijski,da,50157.0,
39.0,sami,,industrijski,da,46131.0,master
,u braku,azijska,,da,66276.0,master
34.0,u braku,,industrijski,ne,31195.0,osnovne studije
37.0,udovci,bela,informacioni,ne,54851.0,master
63.0,sami,crna,industrijski,da,84564.0,osnovne studije
29.0,u braku,bela,industrijski,,38221.0,osnovne studije
39.0,sami,crna,industrijski,ne,45696.0,osnovne studije
31.0,u braku,crna,industrijski,da,57129.0,osnovne studije
43.0,udovci,bela,informacioni,da,42595.0,master
34.0,u braku,bela,informacioni,da,44345.0,
32.0,sami,bela,informacioni,ne,49886.0,master
46.0,u braku,bela,informacioni,da,29198.0,master
35.0,u braku,bela,informacioni,ne,58686.0,master
51.0,u braku,crna,informacioni,da,39320.0,
55.0,u braku,druga,industrijski,da,68711.0,doktorat
45.0,sami,druga,industrijski,da,66408.0,osnovne studije
42.0,u braku,crna,industrijski,ne,31889.0,doktorat
41.0,udovci,crna,informacioni,ne,87231.0,osnovne studije
35.0,u braku,bela,industrijski,ne,71072.0,master
38.0,u braku,druga,informacioni,da,46321.0,osnovne studije
37.0,sami,bela,industrijski,da,40445.0,master
29.0,u braku,bela,industrijski,ne,49295.0,osnovne studije
47.0,sami,azijska,industrijski,da,65299.0,doktorat
34.0,u braku,druga,industrijski,da,31394.0,osnovne studije
32.0,u braku,bela,informacioni,da,60353.0,master
10.0,u braku,bela,,da,113597.0,
31.0,,,,da,47317.0,master
49.0,u braku,bela,informacioni,ne,37302.0,osnovne studije
29.0,,bela,industrijski,da,,osnovne studije
38.0,u braku,bela,industrijski,ne,63641.0,doktorat
33.0,sami,crna,,da,47991.0,osnovne studije
46.0,u braku,druga,informacioni,,48291.0,master
33.0,u braku,azijska,industrijski,da,32852.0,master
35.0,udovci,druga,informacioni,ne,58374.0,osnovne studije
18.0,sami,druga,industrijski,da,33330.0,srednja skola
32.0,u braku,crna,industrijski,da,65104.0,osnovne studije
35.0,u braku,azijska,informacioni,da,49491.0,doktorat
48.0,udovci,bela,informacioni,da,60588.0,osnovne studije
11.0,u braku,bela,informacioni,da,53636.0,
37.0,u braku,bela,industrijski,da,75626.0,osnovne studije
40.0,udovci,bela,industrijski,da,53700.0,osnovne studije
38.0,u braku,crna,industrijski,,,osnovne studije
49.0,sami,azijska,industrijski,da,56643.0,osnovne studije
37.0,udovci,bela,informacioni,,38615.0,osnovne studije
30.0,sami,,industrijski,da,46101.0,master
61.0,u braku,druga,informacioni,ne,50848.0,osnovne studije
31.0,,bela,informacioni,da,45268.0,master
38.0,u braku,bela,informacioni,ne,43795.0,osnovne studije
40.0,sami,bela,informacioni,,46385.0,master
38.0,u braku,azijska,,ne,50991.0,master
43.0,u braku,bela,industrijski,da,101372.0,osnovne studije
38.0,u braku,bela,informacioni,ne,47611.0,osnovne studije
37.0,u braku,bela,industrijski,da,37513.0,doktorat
33.0,udovci,crna,industrijski,ne,59271.0,master
51.0,udovci,crna,industrijski,ne,31246.0,
46.0,u braku,bela,industrijski,,47795.0,osnovne studije
24.0,sami,bela,informacioni,ne,49879.0,osnovne studije
39.0,u braku,bela,industrijski,da,52808.0,osnovne studije
